id,geom,addr_postcode,addr_conscriptionnumber,addr_streetnumber,addr_street,addr_housenumber,id_cons,addr_conscription,wd_cons
node_1949439293,POINT(14.4185544 50.0837978),11000,355,14,Na Perštýně,355/14,relation_428812,Staré Město,Q748211
node_296491655,POINT(14.4214566 50.0853774),11000,503,19,Havelská,503/19,relation_428812,Staré Město,Q748211
node_296487438,POINT(14.4203313 50.0889898),11000,925,2,Salvátorská,925/2,relation_428812,Staré Město,Q748211
node_296501084,POINT(14.4257438 50.0898683),11000,695,23,Masná,695/23,relation_428812,Staré Město,Q748211
node_296449485,POINT(14.4224012 50.0853794),11000,539,1,Havelská ulička,539/1,relation_428812,Staré Město,Q748211
node_296459456,POINT(14.4165918 50.0861438),11000,190,1,Karlova,190/1,relation_428812,Staré Město,Q748211
node_296471753,POINT(14.4238066 50.0919959),11000,812,14,Anežská,812/14,relation_428812,Staré Město,Q748211
node_296487539,POINT(14.4170156 50.0860434),11000,175,3,Karlova,175/3,relation_428812,Staré Město,Q748211
node_296493122,POINT(14.4155252 50.0842894),11000,271,12,Náprstkova,271/12,relation_428812,Staré Město,Q748211
node_296502417,POINT(14.4212614 50.0848221),11000,517,14,Havelská,517/14,relation_428812,Staré Město,Q748211
node_296468559,POINT(14.4146435 50.0824777),11000,317,15,Karoliny Světlé,317/15,relation_428812,Staré Město,Q748211
node_296449537,POINT(14.4219871 50.0857330),11000,499,27,Havelská,499/27,relation_428812,Staré Město,Q748211
node_1271444224,POINT(14.4218491 50.0844665),11000,406,10,Rytířská,406/10,relation_428812,Staré Město,Q748211
node_296495446,POINT(14.4169924 50.0853503),110 00,222,3,Řetězová,222/3,relation_428812,Staré Město,Q748211
node_296462165,POINT(14.4161162 50.0817914),11000,339,1,Karoliny Světlé,339/1,relation_428812,Staré Město,Q748211
node_296449792,POINT(14.4198486 50.0847177),11000,431,5,Michalská,431/5,relation_428812,Staré Město,Q748211
node_2823686613,POINT(14.4193887 50.0876381),11000,17,7,Nám. Franze Kafky,17/7,relation_428812,Staré Město,Q748211
node_296463979,POINT(14.4229078 50.0871841),11000,556,8,Celetná,556/8,relation_428812,Staré Město,Q748211
node_296479894,POINT(14.4165843 50.0845143),11000,250,4,Liliová,250/4,relation_428812,Staré Město,Q748211
node_296495797,POINT(14.4209115 50.0854199),11000,467,7,Melantrichova,467/7,relation_428812,Staré Město,Q748211
node_296459560,POINT(14.4145074 50.0840839),11000,280,2,Boršov,280/2,relation_428812,Staré Město,Q748211
node_296491758,POINT(14.4236560 50.0878229),11000,641,4,Týn,641/4,relation_428812,Staré Město,Q748211
node_296471706,POINT(14.4162936 50.0852469),11000,211,9,Liliová,211/9,relation_428812,Staré Město,Q748211
node_1977821264,POINT(14.4203160 50.0869237),11000,1,3,Staroměstské náměstí,1/3,relation_428812,Staré Město,Q748211
node_296449069,POINT(14.4229459 50.0845472),11000,386,7,Na můstku,386/7,relation_428812,Staré Město,Q748211
node_296479373,POINT(14.4274890 50.0888973),11000,656,15,Králodvorská,656/15,relation_428812,Staré Město,Q748211
node_296469102,POINT(14.4210667 50.0919756),11000,847,1,U milosrdných,847/1,relation_428812,Staré Město,Q748211
node_296463756,POINT(14.4234878 50.0855744),11000,399,24,Rytířská,399/24,relation_428812,Staré Město,Q748211
node_296502154,POINT(14.4139759 50.0872838),11000,191,2,Platnéřská,191/2,relation_428812,Staré Město,Q748211
node_296449214,POINT(14.4143176 50.0832224),11000,321,23,Karoliny Světlé,321/23,relation_428812,Staré Město,Q748211
node_1268963413,POINT(14.4139273 50.0865112),11000,191,3,Křižovnické náměstí,191/3,relation_428812,Staré Město,Q748211
node_296499895,POINT(14.4215375 50.0830611),11000,365,43,Národní,365/43,relation_428812,Staré Město,Q748211
node_296462326,POINT(14.4257992 50.0900324),11000,695,21,Rybná,21,relation_428812,Staré Město,Q748211
node_296449305,POINT(14.4240221 50.0893438),11000,702,9,Masná,702/9,relation_428812,Staré Město,Q748211
node_296445067,POINT(14.4248352 50.0914124),11000,784,7,Haštalské náměstí,784/7,relation_428812,Staré Město,Q748211
node_296505310,POINT(14.4242264 50.0877282),11000,646,7,Štupartská,646/7,relation_428812,Staré Město,Q748211
node_296501067,POINT(14.4277437 50.0900815),11000,1006,5,Revoluční,1006/5,relation_428812,Staré Město,Q748211
node_296457607,POINT(14.4254973 50.0874751),11000,590,16,Štupartská,590/16,relation_428812,Staré Město,Q748211
node_296457601,POINT(14.4168826 50.0827578),11000,308,9,Bartolomějská,308/9,relation_428812,Staré Město,Q748211
node_1949439316,POINT(14.4190850 50.0828712),11000,360,2,Martinská,360/2,relation_428812,Staré Město,Q748211
node_296449426,POINT(14.4162917 50.0848892),11000,219,6,Zlatá,219/6,relation_428812,Staré Město,Q748211
node_296447292,POINT(14.4197491 50.0831989),11000,359,3,Martinská,359/3,relation_428812,Staré Město,Q748211
node_296445113,POINT(14.4170779 50.0881823),11000,49,8,Kaprova,49/8,relation_428812,Staré Město,Q748211
node_296495821,POINT(14.4183811 50.0853138),11000,234,8,Husova,234/8,relation_428812,Staré Město,Q748211
node_296468734,POINT(14.4221907 50.0878195),11000,605,1,Týnská,605/1,relation_428812,Staré Město,Q748211
node_2504036065,POINT(14.4216005 50.0854857),11000,501,23,Havelská,501/23,relation_428812,Staré Město,Q748211
node_296442967,POINT(14.4180340 50.0850944),11000,241,12,Zlatá,241/12,relation_428812,Staré Město,Q748211
node_1948155718,POINT(14.4185510 50.0861483),11000,149,21,Karlova,149/21,relation_428812,Staré Město,Q748211
node_296467897,POINT(14.4207657 50.0865446),11000,478,26,Staroměstské náměstí,478/26,relation_428812,Staré Město,Q748211
node_296502540,POINT(14.4210983 50.0907458),11000,113,6,U staré školy,113/6,relation_428812,Staré Město,Q748211
node_296450116,POINT(14.4264380 50.0916359),11000,759,30,Haštalská,759/30,relation_428812,Staré Město,Q748211
node_296505233,POINT(14.4144392 50.0836765),11000,286,18,Karoliny Světlé,286/18,relation_428812,Staré Město,Q748211
node_296480827,POINT(14.4210037 50.0855824),11000,470,8,Melantrichova,470/8,relation_428812,Staré Město,Q748211
node_2896876701,POINT(14.4220656 50.0834111),11000,1001,3,28. října,1001/3,relation_428812,Staré Město,Q748211
node_296486732,POINT(14.4230678 50.0903756),11000,748,2,Haštalská,748/2,relation_428812,Staré Město,Q748211
node_296496224,POINT(14.4162309 50.0873197),11000,90,13,Platnéřská,90/13,relation_428812,Staré Město,Q748211
node_296456573,POINT(14.4191107 50.0838809),11000,354,3,Skořepka,354/3,relation_428812,Staré Město,Q748211
node_2823686617,POINT(14.4197016 50.0876718),11000,19,5,Nám. Franze Kafky,19/5,relation_428812,Staré Město,Q748211
node_296480879,POINT(14.4195325 50.0868221),11000,6,8,Malé náměstí,6/8,relation_428812,Staré Město,Q748211
node_2896870901,POINT(14.4220880 50.0834170),11000,1001,3,28. října,1001/3,relation_428812,Staré Město,Q748211
node_296467865,POINT(14.4243757 50.0899862),11000,709,26,Dlouhá,709/26,relation_428812,Staré Město,Q748211
node_296486755,POINT(14.4208460 50.0845221),11000,521,8,Havelská,521/8,relation_428812,Staré Město,Q748211
node_296502566,POINT(14.4215686 50.0880193),11000,606,11,Staroměstské náměstí,606/11,relation_428812,Staré Město,Q748211
node_296456483,POINT(14.4140468 50.0848260),11000,208,2,Na zábradlí,208/2,relation_428812,Staré Město,Q748211
node_2896861601,POINT(14.4220900 50.0834007),11000,1001,3,28. října,1001/3,relation_428812,Staré Město,Q748211
node_296467853,POINT(14.4273256 50.0886038),11000,1086,14,Králodvorská,1086/14,relation_428812,Staré Město,Q748211
node_296508362,POINT(14.4239673 50.0852457),11000,399,11,Provaznická,399/11,relation_428812,Staré Město,Q748211
node_296505113,POINT(14.4221451 50.0909322),11000,858,13,Kozí,858/13,relation_428812,Staré Město,Q748211
node_296467824,POINT(14.4226775 50.0897602),11000,743,2,Kozí,743/2,relation_428812,Staré Město,Q748211
node_2823686618,POINT(14.4198280 50.0875500),11000,20,4,Mikulášská,20/4,relation_428812,Staré Město,Q748211
node_296506552,POINT(14.4244427 50.0878381),11000,646,1,Malá Štupartská,646/1,relation_428812,Staré Město,Q748211
node_1948155686,POINT(14.4194055 50.0879259),11000,24,3,náměstí Franze Kafky,24/3,relation_428812,Staré Město,Q748211
node_296450475,POINT(14.4183733 50.0873280),11000,2,12,Platnéřská,2/12,relation_428812,Staré Město,Q748211
node_296481420,POINT(14.4167966 50.0848740),11000,249,8,Zlatá,249/8,relation_428812,Staré Město,Q748211
node_296445326,POINT(14.4150787 50.0854609),11000,186,5,Anenská,186/5,relation_428812,Staré Město,Q748211
node_296505280,POINT(14.4129942 50.0854357),11000,201,1,Novotného lávka,201/1,relation_428812,Staré Město,Q748211
node_296463999,POINT(14.4176871 50.0861418),11000,160,15,Karlova,160/15,relation_428812,Staré Město,Q748211
node_296505286,POINT(14.4213834 50.0845010),11000,535,15,Rytířská,535/15,relation_428812,Staré Město,Q748211
node_296468354,POINT(14.4228197 50.0844267),11000,381,6,Na můstku,381/6,relation_428812,Staré Město,Q748211
node_296457941,POINT(14.4245922 50.0852920),11000,583,5,Havířská,583/5,relation_428812,Staré Město,Q748211
node_1948155896,POINT(14.4183755 50.0879121),11000,42,14,Kaprova,42/14,relation_428812,Staré Město,Q748211
node_1290539099,POINT(14.4219902 50.0833434),11000,371,1,28. října,371/1,relation_428812,Staré Město,Q748211
node_296491937,POINT(14.4155891 50.0842018),11000,271,5,U Dobřenských,271/5,relation_428812,Staré Město,Q748211
node_2823686614,POINT(14.4195272 50.0876207),11000,18,6,Nám. Franze Kafky,18/6,relation_428812,Staré Město,Q748211
node_296464045,POINT(14.4221866 50.0894173),11000,922,7,Dlouhá,922/7,relation_428812,Staré Město,Q748211
node_296495995,POINT(14.4228024 50.0866038),11000,556,9,Kamzíková,556/9,relation_428812,Staré Město,Q748211
node_296476889,POINT(14.4271364 50.0900187),11000,1030,9,Benediktská,1030/9,relation_428812,Staré Město,Q748211
node_296502447,POINT(14.4230426 50.0912537),11000,799,7,U obecního dvora,799/7,relation_428812,Staré Město,Q748211
node_296445301,POINT(14.4217980 50.0885297),11000,609,2,Dlouhá,609/2,relation_428812,Staré Město,Q748211
node_296445248,POINT(14.4168075 50.0882512),11000,52,6,Kaprova,52/6,relation_428812,Staré Město,Q748211
node_296464220,POINT(14.4210116 50.0910195),11000,869,12,Bílkova,869/12,relation_428812,Staré Město,Q748211
node_296486870,POINT(14.4210314 50.0860559),11000,475,1,Kožná,475/1,relation_428812,Staré Město,Q748211
node_296496079,POINT(14.4208308 50.0854672),11000,466,9,Melantrichova,466/9,relation_428812,Staré Město,Q748211
node_296480779,POINT(14.4142151 50.0867662),11000,191,6,Platnéřská,191/6,relation_428812,Staré Město,Q748211
node_296467954,POINT(14.4273270 50.0918326),11000,772,21,Revoluční,772/21,relation_428812,Staré Město,Q748211
node_296499516,POINT(14.4177341 50.0860340),11000,161,32,Karlova,161/32,relation_428812,Staré Město,Q748211
node_296501106,POINT(14.4206319 50.0887714),11000,932,6,Salvátorská,932/6,relation_428812,Staré Město,Q748211
node_2823686616,POINT(14.4197936 50.0876286),11000,19,2,Mikulášská,19/2,relation_428812,Staré Město,Q748211
node_296496110,POINT(14.4270764 50.0918105),11000,772,12,Hradební,772/12,relation_428812,Staré Město,Q748211
node_296464257,POINT(14.4134716 50.0837353),11000,324,10,Smetanovo nábřeží,324/10,relation_428812,Staré Město,Q748211
node_296471930,POINT(14.4164030 50.0839212),11000,269,13,Betlémská,269/13,relation_428812,Staré Město,Q748211
node_290026925,POINT(14.4165887 50.0882606),11000,52,8,Valentinská,52/8,relation_428812,Staré Město,Q748211
node_2164195205,POINT(14.4163292 50.0881815),11000,57,9,Valentinská,57/9,relation_428812,Staré Město,Q748211
node_296489724,POINT(14.4265938 50.0898657),11000,1060,3,Benediktská,1060/3,relation_428812,Staré Město,Q748211
node_296501715,POINT(14.4183275 50.0868687),11000,134,2,Linhartská,134/2,relation_428812,Staré Město,Q748211
node_296470344,POINT(14.4247108 50.0880682),11000,647,2,Jakubská,647/2,relation_428812,Staré Město,Q748211
node_296443960,POINT(14.4158708 50.0833647),11000,263,5,Konviktská,263/5,relation_428812,Staré Město,Q748211
node_296447652,POINT(14.4267526 50.0916819),11000,759,5,Hradební,759/5,relation_428812,Staré Město,Q748211
node_296489690,POINT(14.4268125 50.0881023),11000,665,9,Králodvorská,665/9,relation_428812,Staré Město,Q748211
node_296490546,POINT(14.4191808 50.0879713),11000,24,2,Maiselova,24/2,relation_428812,Staré Město,Q748211
node_296500527,POINT(14.4274359 50.0913268),11000,763,15,Revoluční,763/15,relation_428812,Staré Město,Q748211
node_296493988,POINT(14.4254994 50.0906816),11000,732,25,Rybná,732/25,relation_428812,Staré Město,Q748211
node_296478406,POINT(14.4239020 50.0900862),11000,739,19,Dlouhá,739/19,relation_428812,Staré Město,Q748211
node_296458964,POINT(14.4247408 50.0890171),11000,977,14,Masná,977/14,relation_428812,Staré Město,Q748211
node_1256042277,POINT(14.4246474 50.0872843),11000,595,17,Celetná,595/17,relation_428812,Staré Město,Q748211
node_296469997,POINT(14.4213350 50.0847586),11000,517,13,V kotcích,517/13,relation_428812,Staré Město,Q748211
node_296447441,POINT(14.4261070 50.0905448),11000,715,38,Dlouhá,715/38,relation_428812,Staré Město,Q748211
node_296501755,POINT(14.4201408 50.0849342),11000,509,10,Michalská,509/10,relation_428812,Staré Město,Q748211
node_296507450,POINT(14.4182048 50.0840276),11000,350,17,Na Perštýně,350/17,relation_428812,Staré Město,Q748211
node_296458600,POINT(14.4197200 50.0894076),11000,119,18,Široká,119/18,relation_428812,Staré Město,Q748211
node_296489447,POINT(14.4164734 50.0847525),11000,219,5,Liliová,219/5,relation_428812,Staré Město,Q748211
node_296448079,POINT(14.4266822 50.0920115),11000,940,7,Hradební,940/7,relation_428812,Staré Město,Q748211
node_296494725,POINT(14.4187774 50.0861493),11000,146,23,Karlova,146/23,relation_428812,Staré Město,Q748211
node_296507575,POINT(14.4241215 50.0902409),11000,738,4,Rámová,738/4,relation_428812,Staré Město,Q748211
node_296458467,POINT(14.4175874 50.0834193),11000,291,1,Průchodní,291/1,relation_428812,Staré Město,Q748211
node_1252317575,POINT(14.4172908 50.0859390),11000,223,26,Karlova,223/26,relation_428812,Staré Město,Q748211
node_296501789,POINT(14.4240363 50.0915762),11000,789,4,Haštalské náměstí,789/4,relation_428812,Staré Město,Q748211
node_296478623,POINT(14.4265678 50.0883892),11000,670,14,Jakubská,670/14,relation_428812,Staré Město,Q748211
node_2823686601,POINT(14.4143250 50.0877698),11000,1098,2a,Veleslavínova,1098/2a,relation_428812,Staré Město,Q748211
node_296469708,POINT(14.4270001 50.0919761),11000,1044,14,Revoluční,23,relation_428812,Staré Město,Q748211
node_296500813,POINT(14.4225399 50.0879036),11000,629,3,Týnská,629/3,relation_428812,Staré Město,Q748211
node_2823686602,POINT(14.4168060 50.0857258),11000,1099,18a,нечто иное твориться здесь,1099/18a,relation_428812,Staré Město,Q748211
node_296462745,POINT(14.4218230 50.0865466),11000,489,12,Železná,489/12,relation_428812,Staré Město,Q748211
node_296477976,POINT(14.4268580 50.0898035),11000,688,6,Benediktská,688/6,relation_428812,Staré Město,Q748211
node_296447524,POINT(14.4262822 50.0921667),11000,768,34,Haštalská,768/34,relation_428812,Staré Město,Q748211
node_296458842,POINT(14.4172150 50.0912914),11000,901,7,17. listopadu,901/7,relation_428812,Staré Město,Q748211
node_296471161,POINT(14.4145589 50.0844298),11000,275,4,Náprstkova,275/4,relation_428812,Staré Město,Q748211
node_296490235,POINT(14.4140872 50.0846158),11000,208,34,Karoliny Světlé,20,relation_428812,Staré Město,Q748211
node_296505878,POINT(14.4152879 50.0859204),11000,185,10,Karlova,185/10,relation_428812,Staré Město,Q748211
node_296507466,POINT(14.4152576 50.0821782),11000,301,6,Karoliny Světlé,301/6,relation_428812,Staré Město,Q748211
node_296477998,POINT(14.4149754 50.0879711),11000,82,5,Křižovnická,82/5,relation_428812,Staré Město,Q748211
node_296447534,POINT(14.4244600 50.0850507),11000,394,13,Na příkopě,394/13,relation_428812,Staré Město,Q748211
node_296490154,POINT(14.4195837 50.0847033),11000,447,3,Vejvodova,447/3,relation_428812,Staré Město,Q748211
node_296444426,POINT(14.4224732 50.0900869),11000,916,5,Kozí,916/5,relation_428812,Staré Město,Q748211
node_296443734,POINT(14.4161197 50.0822364),11000,313,2,Bartolomějská,313/2,relation_428812,Staré Město,Q748211
node_2823686603,POINT(14.4271088 50.0905548),11000,1100,13,Benediktská,1100/13,relation_428812,Staré Město,Q748211
node_296494255,POINT(14.4189606 50.0843849),11000,353,2,Vejvodova,353/2,relation_428812,Staré Město,Q748211
node_296501653,POINT(14.4239607 50.0888392),11000,1053,21,Týnská,1053/21,relation_428812,Staré Město,Q748211
node_296478148,POINT(14.4271843 50.0871550),11000,969,40,Celetná,969/40,relation_428812,Staré Město,Q748211
node_296462937,POINT(14.4171528 50.0839344),11000,258,10,Betlémské náměstí,258/10,relation_428812,Staré Město,Q748211
node_296489929,POINT(14.4259162 50.0889382),11000,681,11,Rybná,681/11,relation_428812,Staré Město,Q748211
node_296493992,POINT(14.4148519 50.0848651),11000,948,4,Stříbrná,948/4,relation_428812,Staré Město,Q748211
node_2350577753,POINT(14.4234801 50.0886475),11000,622,17,Týnská,622/17,relation_428812,Staré Město,Q748211
node_296500760,POINT(14.4224074 50.0918147),11000,804,14,U milosrdných,804/14,relation_428812,Staré Město,Q748211
node_296494350,POINT(14.4214949 50.0847364),11000,964,24,V kotcích,964/24,relation_428812,Staré Město,Q748211
node_296478279,POINT(14.4180522 50.0842137),11000,351,6,Betlémské náměstí,351/6,relation_428812,Staré Město,Q748211
node_2823686604,POINT(14.4270328 50.0906058),11000,1100,50,Dlouhá,1100/50,relation_428812,Staré Město,Q748211
node_296463097,POINT(14.4233533 50.0880912),11000,639,1,Týn,639/1,relation_428812,Staré Město,Q748211
node_296491352,POINT(14.4200518 50.0844271),11000,512,2,Michalská,512/2,relation_428812,Staré Město,Q748211
node_296488521,POINT(14.4206512 50.0911873),11000,865,11,Bílkova,865/11,relation_428812,Staré Město,Q748211
node_296463507,POINT(14.4159810 50.0879602),11000,59,3,Veleslavínova,59/3,relation_428812,Staré Město,Q748211
node_296478931,POINT(14.4264357 50.0862356),11000,959,27,Na příkopě,959/27,relation_428812,Staré Město,Q748211
node_296469351,POINT(14.4150726 50.0822476),11000,301,8,Karoliny Světlé,301/8,relation_428812,Staré Město,Q748211
node_296443467,POINT(14.4154731 50.0907287),11000,77,2,Dvořákovo nábřeží,77/2,relation_428812,Staré Město,Q748211
node_296469294,POINT(14.4248565 50.0909557),11000,1077,16,Haštalská,1077/16,relation_428812,Staré Město,Q748211
node_2823686609,POINT(14.4193266 50.0874893),11000,14,8,Nám. Franze Kafky,14/8,relation_428812,Staré Město,Q748211
node_296463555,POINT(14.4226069 50.0881113),11000,628,2,Týnská ulička,628/2,relation_428812,Staré Město,Q748211
node_296501952,POINT(14.4190684 50.0862550),11000,455,48,Karlova,455/48,relation_428812,Staré Město,Q748211
node_296493588,POINT(14.4135770 50.0842851),11000,329,18,Smetanovo nábřeží,329/18,relation_428812,Staré Město,Q748211
node_2485213561,POINT(14.4204766 50.0858615),11000,970,17,Melantrichova,970/17,relation_428812,Staré Město,Q748211
node_296505582,POINT(14.4168344 50.0825693),11000,312,6,Bartolomějská,312/6,relation_428812,Staré Město,Q748211
node_1258869801,POINT(14.4187570 50.0841610),11000,353,4,Jilská,353/4,relation_428812,Staré Město,Q748211
node_296500254,POINT(14.4146434 50.0822145),11000,316,5,Krocínova,316/5,relation_428812,Staré Město,Q748211
node_296494996,POINT(14.4254184 50.0872278),11000,592,23,Celetná,592/23,relation_428812,Staré Město,Q748211
node_1986853161,POINT(14.4183242 50.0855901),11000,232,10,Husova,232/10,relation_428812,Staré Město,Q748211
node_296501012,POINT(14.4211841 50.0836833),11000,412,1,Perlová,412/1,relation_428812,Staré Město,Q748211
node_296458009,POINT(14.4238606 50.0905810),11000,1072,5,Rámová,1072/5,relation_428812,Staré Město,Q748211
node_296477607,POINT(14.4229063 50.0918252),11000,800,16,U milosrdných,800/16,relation_428812,Staré Město,Q748211
node_296479250,POINT(14.4161910 50.0877700),11000,94,8,Veleslavínova,94/8,relation_428812,Staré Město,Q748211
node_296495043,POINT(14.4148406 50.0874328),11000,1048,5,Platnéřská,1048/5,relation_428812,Staré Město,Q748211
node_296500150,POINT(14.4249583 50.0912327),11000,754,8,Haštalské náměstí,754/8,relation_428812,Staré Město,Q748211
node_296502083,POINT(14.4240040 50.0858785),11000,1087,4,Ovocný trh,1087/4,relation_428812,Staré Město,Q748211
node_2823686610,POINT(14.4189267 50.0877256),11000,16,1,Nám. Franze Kafky,16/1,relation_428812,Staré Město,Q748211
node_296464324,POINT(14.4247667 50.0871035),11000,565,26,Celetná,565/26,relation_428812,Staré Město,Q748211
node_296463618,POINT(14.4183532 50.0860374),11000,150,40,Karlova,150/40,relation_428812,Staré Město,Q748211
node_296488094,POINT(14.4191825 50.0855400),11000,436,18,Jilská,436/18,relation_428812,Staré Město,Q748211
node_296507369,POINT(14.4153549 50.0854953),11000,185,7,Anenská,185/7,relation_428812,Staré Město,Q748211
node_296462667,POINT(14.4211157 50.0882243),11000,932,6,Staroměstské náměstí,932/6,relation_428812,Staré Město,Q748211
node_296494801,POINT(14.4172084 50.0834764),11000,291,24,Konviktská,291/24,relation_428812,Staré Město,Q748211
node_296490806,POINT(14.4274564 50.0908650),11000,725,43,Dlouhá,725/43,relation_428812,Staré Město,Q748211
node_296463374,POINT(14.4172325 50.0859462),11000,223,26,Karlova,223/26,relation_428812,Staré Město,Q748211
node_296493645,POINT(14.4142722 50.0840047),11000,279,26,Karoliny Světlé,279/26,relation_428812,Staré Město,Q748211
node_2135688508,POINT(14.4209191 50.0856585),11000,471,10,Melantrichova,471/10,relation_428812,Staré Město,Q748211
node_296458999,POINT(14.4241479 50.0855884),11000,581,3,Havířská,581/3,relation_428812,Staré Město,Q748211
node_296488931,POINT(14.4202259 50.0834591),11000,416,11,Uhelný trh,416/11,relation_428812,Staré Město,Q748211
node_296507713,POINT(14.4181595 50.0850310),11000,241,7,Husova,241/7,relation_428812,Staré Město,Q748211
node_296500947,POINT(14.4157155 50.0896497),11000,79,1,17. listopadu,79/1,relation_428812,Staré Město,Q748211
node_296448330,POINT(14.4213963 50.0889570),11000,927,3,Dušní,927/3,relation_428812,Staré Město,Q748211
node_1258869792,POINT(14.4200690 50.0859398),11000,970,20,Michalská,970/20,relation_428812,Staré Město,Q748211
node_296500335,POINT(14.4227101 50.0891460),11000,618,14,Dlouhá,618/14,relation_428812,Staré Město,Q748211
node_296493580,POINT(14.4162584 50.0905532),11000,77,3,17. listopadu,77/3,relation_428812,Staré Město,Q748211
node_296478857,POINT(14.4254679 50.0869368),11000,569,19,Ovocný trh,569/19,relation_428812,Staré Město,Q748211
node_296459020,POINT(14.4173615 50.0853324),11000,245,8,Řetězová,245/8,relation_428812,Staré Město,Q748211
node_296507727,POINT(14.4262402 50.0882059),11000,669,4,Rybná,669/4,relation_428812,Staré Město,Q748211
node_296443543,POINT(14.4239465 50.0890376),11000,621,10,Masná,621/10,relation_428812,Staré Město,Q748211
node_296501871,POINT(14.4194866 50.0868779),11000,7,7,Malé náměstí,7/7,relation_428812,Staré Město,Q748211
node_296491079,POINT(14.4193317 50.0838369),11000,421,5,Skořepka,421/5,relation_428812,Staré Město,Q748211
node_296447348,POINT(14.4273657 50.0908800),11000,725,2,Hradební,725/2,relation_428812,Staré Město,Q748211
node_296478888,POINT(14.4136717 50.0854005),11000,202,11,Novotného lávka,202/11,relation_428812,Staré Město,Q748211
node_296477656,POINT(14.4208491 50.0907238),11000,112,8,U staré školy,112/8,relation_428812,Staré Město,Q748211
node_296491198,POINT(14.4265561 50.0927990),11000,1039,27,Revoluční,1039/27,relation_428812,Staré Město,Q748211
node_296469405,POINT(14.4219369 50.0913102),11000,854,21,Bílkova,854/21,relation_428812,Staré Město,Q748211
node_1258869799,POINT(14.4166791 50.0843048),11000,251,2,Betlémské náměstí,251/2,relation_428812,Staré Město,Q748211
node_296451760,POINT(14.4201387 50.0844167),11000,512,5,Uhelný trh,512/5,relation_428812,Staré Město,Q748211
node_296492000,POINT(14.4223431 50.0911918),11000,1002,8,Kozí,1002/8,relation_428812,Staré Město,Q748211
node_296485473,POINT(14.4207438 50.0841712),11000,529,4,V kotcích,529/4,relation_428812,Staré Město,Q748211
node_296503473,POINT(14.4215118 50.0927706),11000,847,8,Na Františku,847/8,relation_428812,Staré Město,Q748211
node_296446255,POINT(14.4214974 50.0867696),11000,485,4,Železná,485/4,relation_428812,Staré Město,Q748211
node_296482967,POINT(14.4213503 50.0868879),11000,483,2,Železná,483/2,relation_428812,Staré Město,Q748211
node_296454947,POINT(14.4261669 50.0880357),11000,650,3,Rybná,650/3,relation_428812,Staré Město,Q748211
node_296466846,POINT(14.4229078 50.0865707),11000,543,6,Kamzíková,543/6,relation_428812,Staré Město,Q748211
node_296451581,POINT(14.4149737 50.0875260),11000,1048,3,Křižovnická,1048/3,relation_428812,Staré Město,Q748211
node_1412851103,POINT(14.4282006 50.0878069),11000,1090,5,náměstí Republiky,1090/5,relation_428812,Staré Město,Q748211
node_296501205,POINT(14.4149270 50.0851772),11000,211,2,Anenské náměstí,211/2,relation_428812,Staré Město,Q748211
node_296485413,POINT(14.4257672 50.0902957),11000,714,23,Rybná,714/23,relation_428812,Staré Město,Q748211
node_296483161,POINT(14.4156832 50.0836867),11000,263,6,Betlémská,263/6,relation_428812,Staré Město,Q748211
node_296482811,POINT(14.4262546 50.0914382),11000,758,23,Haštalská,758/23,relation_428812,Staré Město,Q748211
node_296475947,POINT(14.4205268 50.0846697),11000,510,5,Havelská,510/5,relation_428812,Staré Město,Q748211
node_296497750,POINT(14.4173656 50.0838625),11000,257,19,Konviktská,257/19,relation_428812,Staré Město,Q748211
node_296484904,POINT(14.4206319 50.0847566),11000,509,7,Havelská,509/7,relation_428812,Staré Město,Q748211
node_296465918,POINT(14.4240247 50.0889356),11000,1053,12,Masná,1053/12,relation_428812,Staré Město,Q748211
node_1235588447,POINT(14.4177784 50.0832435),11000,291,11,Bartolomějská,291/11,relation_428812,Staré Město,Q748211
node_296484755,POINT(14.4263575 50.0919465),11000,940,32,Haštalská,940/32,relation_428812,Staré Město,Q748211
node_296483316,POINT(14.4139809 50.0879463),11000,83,4,Alšovo nábřeží,83/4,relation_428812,Staré Město,Q748211
node_296460457,POINT(14.4208730 50.0866238),11000,479,25,Staroměstské náměstí,479/25,relation_428812,Staré Město,Q748211
node_296465942,POINT(14.4272009 50.0914518),11000,764,8,Hradební,764/8,relation_428812,Staré Město,Q748211
node_296454806,POINT(14.4198585 50.0828434),11000,417,6,Martinská,417/6,relation_428812,Staré Město,Q748211
node_2823686644,POINT(14.4170474 50.0828016),11000,293,9a,Bartolomějská,293/9a,relation_428812,Staré Město,Q748211
node_2823686629,POINT(14.4153272 50.0850150),11000,211,1,Zlatá,211/1,relation_428812,Staré Město,Q748211
node_296492549,POINT(14.4166351 50.0881996),11000,52,8,Valentinská,52/8,relation_428812,Staré Město,Q748211
node_296482417,POINT(14.4227002 50.0855627),11000,539,24,Havelská,539/24,relation_428812,Staré Město,Q748211
node_296476417,POINT(14.4195021 50.0910855),11000,123,10,Elišky Krásnohorské,123/10,relation_428812,Staré Město,Q748211
node_296499265,POINT(14.4212147 50.0834326),11000,1020,8,Perlová,1020/8,relation_428812,Staré Město,Q748211
node_296492608,POINT(14.4141399 50.0854660),11000,197,26,Smetanovo nábřeží,197/26,relation_428812,Staré Město,Q748211
