id,geom,addr_postcode,addr_conscriptionnumber,addr_streetnumber,addr_street,addr_housenumber,id_cons,addr_conscription,wd_cons
node_296632529,POINT(14.4175610 50.0830811),11000,291,11,Bartolomějská,291/11,relation_428812,Staré Město,Q748211
node_296593186,POINT(14.4159567 50.0832115),11000,296,14,Konviktská,296/14,relation_428812,Staré Město,Q748211
node_296584402,POINT(14.4217811 50.0902718),11000,912,6,Vězeňská,912/6,relation_428812,Staré Město,Q748211
node_296598819,POINT(14.4254072 50.0897931),11000,697,19,Masná,697/19,relation_428812,Staré Město,Q748211
node_296593197,POINT(14.4186194 50.0834744),11000,356,12,Na Perštýně,356/12,relation_428812,Staré Město,Q748211
node_296584574,POINT(14.4180962 50.0861011),11000,154,16,Husova,154/16,relation_428812,Staré Město,Q748211
node_296598747,POINT(14.4140665 50.0827352),11000,319,18,Divadelní,319/18,relation_428812,Staré Město,Q748211
node_296628400,POINT(14.4198295 50.0857960),11000,435,21,Michalská,435/21,relation_428812,Staré Město,Q748211
node_296589115,POINT(14.4192437 50.0866881),11000,142,3,Malé náměstí,142/3,relation_428812,Staré Město,Q748211
node_296624461,POINT(14.4164807 50.0911628),11000,901,10,Břehová,901/10,relation_428812,Staré Město,Q748211
node_296585181,POINT(14.4225492 50.0863364),11000,545,5,Železná,545/5,relation_428812,Staré Město,Q748211
node_296585026,POINT(14.4174095 50.0860649),11000,165,11,Karlova,165/11,relation_428812,Staré Město,Q748211
node_296589168,POINT(14.4192257 50.0836733),11000,1057,6,Skořepka,1057/6,relation_428812,Staré Město,Q748211
node_296589152,POINT(14.4227630 50.0908115),11000,796,1,U obecního dvora,796/1,relation_428812,Staré Město,Q748211
node_296637107,POINT(14.4241362 50.0919768),11000,986,10,Anežská,986/10,relation_428812,Staré Město,Q748211
node_296597973,POINT(14.4221615 50.0890066),11000,613,8,Dlouhá,613/8,relation_428812,Staré Město,Q748211
node_296585018,POINT(14.4143288 50.0834210),11000,322,25,Karoliny Světlé,322/25,relation_428812,Staré Město,Q748211
node_296624500,POINT(14.4212646 50.0869129),11000,483,21,Staroměstské náměstí,483/21,relation_428812,Staré Město,Q748211
node_296594052,POINT(14.4147166 50.0854006),11000,188,3,Anenská,188/3,relation_428812,Staré Město,Q748211
node_296585133,POINT(14.4211090 50.0868441),11000,481,22,Staroměstské náměstí,481/22,relation_428812,Staré Město,Q748211
node_296636755,POINT(14.4251168 50.0912015),11000,754,13,Haštalská,754/13,relation_428812,Staré Město,Q748211
node_296636873,POINT(14.4272401 50.0913030),11000,763,6,Hradební,763/6,relation_428812,Staré Město,Q748211
node_296593742,POINT(14.4201086 50.0895691),11000,117,22,Široká,117/22,relation_428812,Staré Město,Q748211
node_296628251,POINT(14.4157199 50.0872955),11000,88,9,Platnéřská,88/9,relation_428812,Staré Město,Q748211
node_296589156,POINT(14.4142070 50.0859668),11000,194,7,Smetanovo nábřeží,194/7,relation_428812,Staré Město,Q748211
node_296597751,POINT(14.4241109 50.0881266),11000,636,9,Týn,636/9,relation_428812,Staré Město,Q748211
node_296624918,POINT(14.4211585 50.0859137),11000,474,4,Kožná,474/4,relation_428812,Staré Město,Q748211
node_296632582,POINT(14.4202581 50.0870537),11000,1,26,U radnice,1/26,relation_428812,Staré Město,Q748211
node_296636687,POINT(14.4252791 50.0872172),11000,593,21,Celetná,593/21,relation_428812,Staré Město,Q748211
node_296593454,POINT(14.4192200 50.0865623),11000,143,2,Malé náměstí,143/2,relation_428812,Staré Město,Q748211
node_296624724,POINT(14.4140721 50.0824453),11000,1032,14,Divadelní,1032/14,relation_428812,Staré Město,Q748211
node_296584865,POINT(14.4201566 50.0911253),11000,900,9,Bílkova,900/9,relation_428812,Staré Město,Q748211
node_296624110,POINT(14.4224401 50.0904744),11000,914,9,Kozí,914/9,relation_428812,Staré Město,Q748211
node_296585389,POINT(14.4246835 50.0909170),11000,752,14,Haštalská,752/14,relation_428812,Staré Město,Q748211
node_296592930,POINT(14.4184398 50.0832588),11000,347,11,Na Perštýně,347/11,relation_428812,Staré Město,Q748211
node_296588966,POINT(14.4161017 50.0844088),11000,215,9,Náprstkova,215/9,relation_428812,Staré Město,Q748211
node_296593609,POINT(14.4240313 50.0904881),11000,735,6,Rámová,735/6,relation_428812,Staré Město,Q748211
node_296627911,POINT(14.4215798 50.0854609),11000,502,21,Havelská,502/21,relation_428812,Staré Město,Q748211
node_296637221,POINT(14.4250568 50.0870824),11000,567,30,Celetná,567/30,relation_428812,Staré Město,Q748211
node_296632685,POINT(14.4165646 50.0859582),11000,180,20,Karlova,180/20,relation_428812,Staré Město,Q748211
node_296597759,POINT(14.4229276 50.0880448),11000,627,7,Týnská,627/7,relation_428812,Staré Město,Q748211
node_296585319,POINT(14.4182487 50.0838227),11000,349,15,Na Perštýně,349/15,relation_428812,Staré Město,Q748211
node_296592577,POINT(14.4177239 50.0834404),11000,309,2,Průchodní,309/2,relation_428812,Staré Město,Q748211
node_296596974,POINT(14.4241909 50.0865089),11000,562,7,Ovocný trh,562/7,relation_428812,Staré Město,Q748211
node_296583351,POINT(14.4233348 50.0871279),11000,558,12,Celetná,558/12,relation_428812,Staré Město,Q748211
node_296600290,POINT(14.4200050 50.0855030),11000,433,14,Michalská,433/14,relation_428812,Staré Město,Q748211
node_296595288,POINT(14.4250442 50.0920844),11000,779,5,Řásnovka,779/5,relation_428812,Staré Město,Q748211
node_296625470,POINT(14.4194527 50.0831145),11000,359,1,Martinská,359/1,relation_428812,Staré Město,Q748211
node_296638661,POINT(14.4194187 50.0825926),11000,362,31,Národní,362/31,relation_428812,Staré Město,Q748211
node_296627407,POINT(14.4225099 50.0873489),11000,602,3,Celetná,602/3,relation_428812,Staré Město,Q748211
node_296635925,POINT(14.4158226 50.0841524),11000,270,2,U Dobřenských,270/2,relation_428812,Staré Město,Q748211
node_296638712,POINT(14.4260022 50.0901424),11000,694,22,Rybná,694/22,relation_428812,Staré Město,Q748211
node_296622702,POINT(14.4202629 50.0844120),11000,512,1,Havelská,512/1,relation_428812,Staré Město,Q748211
node_296595260,POINT(14.4253804 50.0913699),11000,755,4,Za Haštalem,755/4,relation_428812,Staré Město,Q748211
node_296592657,POINT(14.4153669 50.0819973),11000,1016,9,Karoliny Světlé,1016/9,relation_428812,Staré Město,Q748211
node_296590623,POINT(14.4240918 50.0879693),11000,644,10,Týn,644/10,relation_428812,Staré Město,Q748211
node_296600128,POINT(14.4209433 50.0836086),11000,367,4,Perlová,367/4,relation_428812,Staré Město,Q748211
node_296638598,POINT(14.4258818 50.0859234),11000,957,23,Na příkopě,957/23,relation_428812,Staré Město,Q748211
node_296598092,POINT(14.4207424 50.0862762),11000,476,18,Melantrichova,476/18,relation_428812,Staré Město,Q748211
node_296622888,POINT(14.4201952 50.0890322),11000,925,4,Kostečná,925/4,relation_428812,Staré Město,Q748211
node_296631637,POINT(14.4148150 50.0849706),11000,948,3,Anenské náměstí,948/3,relation_428812,Staré Město,Q748211
node_296582887,POINT(14.4188313 50.0919791),11000,43,5,náměstí Curieových,43/5,relation_428812,Staré Město,Q748211
node_296633921,POINT(14.4248513 50.0919312),11000,782,3,Řásnovka,782/3,relation_428812,Staré Město,Q748211
node_296638916,POINT(14.4177367 50.0862835),11000,160,23,Husova,160/23,relation_428812,Staré Město,Q748211
node_296590958,POINT(14.4258720 50.0878829),11000,654,15,Štupartská,654/15,relation_428812,Staré Město,Q748211
node_296587890,POINT(14.4199295 50.0842075),11000,425,4,Uhelný trh,425/4,relation_428812,Staré Město,Q748211
node_296630520,POINT(14.4243114 50.0894420),11000,700,11,Masná,700/11,relation_428812,Staré Město,Q748211
node_296590876,POINT(14.4195124 50.0863455),11000,458,12,Malé náměstí,458/12,relation_428812,Staré Město,Q748211
node_296596868,POINT(14.4183131 50.0847683),11000,236,6,Husova,236/6,relation_428812,Staré Město,Q748211
node_296599939,POINT(14.4164708 50.0854078),11000,946,14,Liliová,946/14,relation_428812,Staré Město,Q748211
node_296622416,POINT(14.4173559 50.0881273),11000,45,10,Kaprova,45/10,relation_428812,Staré Město,Q748211
node_296638758,POINT(14.4267161 50.0864420),11000,584,29,Na příkopě,584/29,relation_428812,Staré Město,Q748211
node_296595373,POINT(14.4169742 50.0873402),11000,98,2,Valentinská,98/2,relation_428812,Staré Město,Q748211
node_296592273,POINT(14.4264697 50.0879186),11000,668,3,Králodvorská,668/3,relation_428812,Staré Město,Q748211
node_296583248,POINT(14.4207337 50.0859215),11000,473,14,Melantrichova,473/14,relation_428812,Staré Město,Q748211
node_296600337,POINT(14.4220310 50.0876101),11000,604,14,Staroměstské náměstí,604/14,relation_428812,Staré Město,Q748211
node_296588011,POINT(14.4198788 50.0850380),11000,440,11,Michalská,440/11,relation_428812,Staré Město,Q748211
node_296597228,POINT(14.4225076 50.0848038),11000,383,1,Na můstku,383/1,relation_428812,Staré Město,Q748211
node_296585828,POINT(14.4187539 50.0843795),11000,361,1,Jilská,361/1,relation_428812,Staré Město,Q748211
node_296638041,POINT(14.4229343 50.0860528),11000,541,9,Železná,541/9,relation_428812,Staré Město,Q748211
node_296588294,POINT(14.4203453 50.0882650),11000,935,4,Pařížská,935/4,relation_428812,Staré Město,Q748211
node_296599448,POINT(14.4205614 50.0843052),11000,525,4,Havelská,4,relation_428812,Staré Město,Q748211
node_296625128,POINT(14.4164643 50.0845665),11000,218,3,Liliová,218/3,relation_428812,Staré Město,Q748211
node_296592824,POINT(14.4140048 50.0851984),11000,203,24,Smetanovo nábřeží,203/24,relation_428812,Staré Město,Q748211
node_296632113,POINT(14.4185798 50.0857035),11000,233,3,Jalovcová,233/3,relation_428812,Staré Město,Q748211
node_296623511,POINT(14.4163366 50.0837719),11000,262,10,Betlémská,262/10,relation_428812,Staré Město,Q748211
node_296597219,POINT(14.4167738 50.0859496),11000,178,22,Karlova,178/22,relation_428812,Staré Město,Q748211
node_296584259,POINT(14.4239114 50.0914555),11000,788,3,Haštalské náměstí,788/3,relation_428812,Staré Město,Q748211
node_296585683,POINT(14.4236306 50.0876119),11000,598,6,Štupartská,598/6,relation_428812,Staré Město,Q748211
node_296588315,POINT(14.4232024 50.0894164),11000,705,1,Masná,705/1,relation_428812,Staré Město,Q748211
node_296629472,POINT(14.4211635 50.0912326),11000,864,15,Bílkova,864/15,relation_428812,Staré Město,Q748211
node_296584302,POINT(14.4241024 50.0853394),11000,397,13,Provaznická,397/13,relation_428812,Staré Město,Q748211
node_296637862,POINT(14.4232272 50.0842381),11000,378,12,Na můstku,378/12,relation_428812,Staré Město,Q748211
node_296585602,POINT(14.4169307 50.0836616),11000,998,15,Konviktská,998/15,relation_428812,Staré Město,Q748211
node_296594870,POINT(14.4206409 50.0916311),11000,867,2,U milosrdných,867/2,relation_428812,Staré Město,Q748211
node_296625217,POINT(14.4228032 50.0874002),11000,601,5,Celetná,601/5,relation_428812,Staré Město,Q748211
node_296590556,POINT(14.4239367 50.0912603),11000,1046,2,Haštalské náměstí,1046/2,relation_428812,Staré Město,Q748211
node_296627442,POINT(14.4188174 50.0842633),11000,353,4,Jilská,353/4,relation_428812,Staré Město,Q748211
node_296597159,POINT(14.4221949 50.0897076),11000,918,2,V kolkovně,918/2,relation_428812,Staré Město,Q748211
node_296586015,POINT(14.4155296 50.0839497),11000,267,1,U Dobřenských,267/1,relation_428812,Staré Město,Q748211
node_296584084,POINT(14.4257601 50.0883417),11000,635,1,Jakubská,635/1,relation_428812,Staré Město,Q748211
node_296588150,POINT(14.4272809 50.0910951),11000,762,4,Hradební,762/4,relation_428812,Staré Město,Q748211
node_296590549,POINT(14.4269669 50.0908115),11000,727,41,Dlouhá,727/41,relation_428812,Staré Město,Q748211
node_296595221,POINT(14.4236077 50.0850142),11000,401,7,Provaznická,401/7,relation_428812,Staré Město,Q748211
node_296595453,POINT(14.4248595 50.0878024),11000,745,9,Štupartská,745/9,relation_428812,Staré Město,Q748211
node_296584102,POINT(14.4225486 50.0860096),11000,494,31,Havelská,494/31,relation_428812,Staré Město,Q748211
node_296595032,POINT(14.4154323 50.0872944),11000,87,7,Platnéřská,87/7,relation_428812,Staré Město,Q748211
node_296590541,POINT(14.4212469 50.0910404),11000,861,14,Bílkova,861/14,relation_428812,Staré Město,Q748211
node_296597210,POINT(14.4164117 50.0857121),11000,1070,18,Liliová,1070/18,relation_428812,Staré Město,Q748211
node_296632011,POINT(14.4209539 50.0912232),11000,864,13,Bílkova,864/13,relation_428812,Staré Město,Q748211
node_296584130,POINT(14.4229148 50.0839806),11000,377,13,28. října,377/13,relation_428812,Staré Město,Q748211
node_296636245,POINT(14.4237262 50.0845542),11000,390,3,Na příkopě,390/3,relation_428812,Staré Město,Q748211
node_296608521,POINT(14.4142283 50.0842199),11000,277,30,Karoliny Světlé,30,relation_428812,Staré Město,Q748211
node_296618212,POINT(14.4255226 50.0879337),11000,747,5,Templová,747/5,relation_428812,Staré Město,Q748211
node_296573194,POINT(14.4250921 50.0896835),11000,698,17,Masná,698/17,relation_428812,Staré Město,Q748211
node_296574378,POINT(14.4146498 50.0849998),11000,209,5,Anenské náměstí,209/5,relation_428812,Staré Město,Q748211
node_296651061,POINT(14.4225253 50.0880314),11000,629,1,Týnská ulička,629/1,relation_428812,Staré Město,Q748211
node_296608467,POINT(14.4159075 50.0860357),11000,182,16,Karlova,182/16,relation_428812,Staré Město,Q748211
node_296612226,POINT(14.4154172 50.0838276),11000,267,9,Betlémská,267/9,relation_428812,Staré Město,Q748211
node_296611527,POINT(14.4200181 50.0859035),11000,970,20,Michalská,970/20,relation_428812,Staré Město,Q748211
node_296609668,POINT(14.4226686 50.0838172),11000,376,11,28. října,376/11,relation_428812,Staré Město,Q748211
node_296617263,POINT(14.4240431 50.0850891),11000,393,10,Provaznická,393/10,relation_428812,Staré Město,Q748211
node_296611810,POINT(14.4195257 50.0915686),11000,44,16,Elišky Krásnohorské,44/16,relation_428812,Staré Město,Q748211
node_296572378,POINT(14.4255678 50.0913175),11000,756,17,Haštalská,756/17,relation_428812,Staré Město,Q748211
node_296643552,POINT(14.4215779 50.0864591),11000,488,14,Kožná,488/14,relation_428812,Staré Město,Q748211
node_296613785,POINT(14.4173130 50.0860512),11000,167,9,Karlova,167/9,relation_428812,Staré Město,Q748211
node_296618447,POINT(14.4221081 50.0834257),11000,1001,3,28. října,1001/3,relation_428812,Staré Město,Q748211
node_296643631,POINT(14.4224007 50.0917143),11000,804,14,Kozí,804/14,relation_428812,Staré Město,Q748211
node_296619356,POINT(14.4262131 50.0875410),11000,588,1,Králodvorská,588/1,relation_428812,Staré Město,Q748211
node_296603758,POINT(14.4234469 50.0913077),11000,802,8,U obecního dvora,802/8,relation_428812,Staré Město,Q748211
node_296605798,POINT(14.4177791 50.0822155),11000,341,23,Národní,23,relation_428812,Staré Město,Q748211
node_296571984,POINT(14.4251483 50.0878370),11000,746,11,Štupartská,746/11,relation_428812,Staré Město,Q748211
node_296609664,POINT(14.4223883 50.0862314),11000,493,20,Železná,493/20,relation_428812,Staré Město,Q748211
node_296574484,POINT(14.4142688 50.0840964),11000,278,28,Karoliny Světlé,278/28,relation_428812,Staré Město,Q748211
node_296607193,POINT(14.4140369 50.0840828),11000,327,33,Karoliny Světlé,327/33,relation_428812,Staré Město,Q748211
node_296573083,POINT(14.4216454 50.0916837),11000,851,10,U milosrdných,851/10,relation_428812,Staré Město,Q748211
node_296613768,POINT(14.4164238 50.0817783),11000,313,13,Národní,313/13,relation_428812,Staré Město,Q748211
node_296650121,POINT(14.4185022 50.0875767),11000,111,19,Platnéřská,111/19,relation_428812,Staré Město,Q748211
node_296574234,POINT(14.4234471 50.0908449),11000,792,7,Haštalská,792/7,relation_428812,Staré Město,Q748211
node_296611534,POINT(14.4181069 50.0856622),11000,226,13,Husova,226/13,relation_428812,Staré Město,Q748211
node_296612673,POINT(14.4210676 50.0844263),11000,1023,12,V kotcích,1023/12,relation_428812,Staré Město,Q748211
node_296578442,POINT(14.4167491 50.0818656),11000,984,15,Národní,984/15,relation_428812,Staré Město,Q748211
node_296609990,POINT(14.4256074 50.0876689),11000,769,18,Štupartská,769/18,relation_428812,Staré Město,Q748211
node_296618553,POINT(14.4192470 50.0872741),11000,12,6,U radnice,12/6,relation_428812,Staré Město,Q748211
node_296648525,POINT(14.4208052 50.0926440),11000,871,6,Na Františku,871/6,relation_428812,Staré Město,Q748211
node_296573224,POINT(14.4257992 50.0882173),11000,649,8,Jakubská,649/8,relation_428812,Staré Město,Q748211
node_296603296,POINT(14.4179997 50.0875581),11000,110,2,Žatecká,110/2,relation_428812,Staré Město,Q748211
node_296651838,POINT(14.4229058 50.0891542),11000,618,2a,Masná,618/2a,relation_428812,Staré Město,Q748211
node_296620184,POINT(14.4133927 50.0854075),11000,976,7,Novotného lávka,976/7,relation_428812,Staré Město,Q748211
node_296609905,POINT(14.4240607 50.0853893),11000,397,4,Havířská,397/4,relation_428812,Staré Město,Q748211
node_296571747,POINT(14.4187566 50.0860641),11000,147,44,Karlova,147/44,relation_428812,Staré Město,Q748211
node_296611724,POINT(14.4165728 50.0875679),11000,92,3,Valentinská,92/3,relation_428812,Staré Město,Q748211
node_296647858,POINT(14.4205087 50.0841718),11000,526,1,V kotcích,526/1,relation_428812,Staré Město,Q748211
node_296611162,POINT(14.4246150 50.0876265),11000,595,12,Štupartská,595/12,relation_428812,Staré Město,Q748211
node_296607163,POINT(14.4226944 50.0864490),11000,545,3,Kamzíková,545/3,relation_428812,Staré Město,Q748211
node_296603404,POINT(14.4198679 50.0851551),11000,439,13,Michalská,439/13,relation_428812,Staré Město,Q748211
node_296609744,POINT(14.4253263 50.0868726),11000,568,17,Ovocný trh,568/17,relation_428812,Staré Město,Q748211
node_296615549,POINT(14.4221966 50.0884470),11000,607,5,Týnská ulička,607/5,relation_428812,Staré Město,Q748211
node_296646032,POINT(14.4140078 50.0864220),11000,191,3,Křižovnické náměstí,191/3,relation_428812,Staré Město,Q748211
node_296575498,POINT(14.4197425 50.0866700),11000,4,10,Malé náměstí,4/10,relation_428812,Staré Město,Q748211
node_296615253,POINT(14.4190845 50.0828167),11000,360,4,Na Perštýně,360/4,relation_428812,Staré Město,Q748211
node_296571717,POINT(14.4221089 50.0874556),11000,603,15,Staroměstské náměstí,603/15,relation_428812,Staré Město,Q748211
node_296652484,POINT(14.4266189 50.0907898),11000,729,37,Dlouhá,729/37,relation_428812,Staré Město,Q748211
node_296620239,POINT(14.4178709 50.0860701),11000,156,34,Karlova,156/34,relation_428812,Staré Město,Q748211
node_296604289,POINT(14.4141255 50.0821959),11000,1050,1,Krocínova,1050/1,relation_428812,Staré Město,Q748211
node_296611370,POINT(14.4144632 50.0884610),11000,70,8,Alšovo nábřeží,70/8,relation_428812,Staré Město,Q748211
node_296614234,POINT(14.4218908 50.0850619),11000,536,2,Melantrichova,536/2,relation_428812,Staré Město,Q748211
node_296609460,POINT(14.4258304 50.0866149),11000,587,36,Celetná,587/36,relation_428812,Staré Město,Q748211
node_296574691,POINT(14.4219650 50.0911130),11000,857,20,Bílkova,857/20,relation_428812,Staré Město,Q748211
node_296605886,POINT(14.4260237 50.0885589),11000,676,7,Rybná,676/7,relation_428812,Staré Město,Q748211
node_296616730,POINT(14.4216615 50.0833426),11000,371,5,Perlová,371/5,relation_428812,Staré Město,Q748211
node_296618371,POINT(14.4166653 50.0847625),11000,249,6,Liliová,249/6,relation_428812,Staré Město,Q748211
node_296609014,POINT(14.4179245 50.0855934),11000,225,9,Řetězová,225/9,relation_428812,Staré Město,Q748211
node_296646244,POINT(14.4214749 50.0896447),11000,908,7,V kolkovně,908/7,relation_428812,Staré Město,Q748211
node_296647680,POINT(14.4193033 50.0884946),11000,27,4,Jáchymova,27/4,relation_428812,Staré Město,Q748211
node_296577308,POINT(14.4264575 50.0874537),11000,585,2,Králodvorská,585/2,relation_428812,Staré Město,Q748211
node_296579801,POINT(14.4260574 50.0897871),11000,692,18,Rybná,692/18,relation_428812,Staré Město,Q748211
node_296619343,POINT(14.4269272 50.0922510),11000,767,16,Hradební,767/16,relation_428812,Staré Město,Q748211
node_296613797,POINT(14.4233979 50.0898875),11000,741,13,Dlouhá,741/13,relation_428812,Staré Město,Q748211
node_296620232,POINT(14.4172296 50.0826524),11000,311,8,Bartolomějská,311/8,relation_428812,Staré Město,Q748211
node_296572314,POINT(14.4153006 50.0873825),11000,87,4,Křižovnická,87/4,relation_428812,Staré Město,Q748211
node_296649046,POINT(14.4216682 50.0895983),11000,920,5,V kolkovně,920/5,relation_428812,Staré Město,Q748211
node_296575002,POINT(14.4169385 50.0862449),11000,190,1,Seminářská,190/1,relation_428812,Staré Město,Q748211
node_296609224,POINT(14.4262870 50.0898347),11000,692,1,Benediktská,692/1,relation_428812,Staré Město,Q748211
node_296578993,POINT(14.4163518 50.0851068),11000,951,7,Liliová,951/7,relation_428812,Staré Město,Q748211
node_296649564,POINT(14.4206872 50.0855453),11000,465,11,Melantrichova,465/11,relation_428812,Staré Město,Q748211
node_296574565,POINT(14.4201886 50.0891950),11000,121,3,Kostečná,121/3,relation_428812,Staré Město,Q748211
node_296611321,POINT(14.4142916 50.0822106),11000,333,3,Krocínova,333/3,relation_428812,Staré Město,Q748211
node_296618392,POINT(14.4136609 50.0816646),11000,1012,3,Divadelní,1012/3,relation_428812,Staré Město,Q748211
node_296609592,POINT(14.4253914 50.0916850),11000,785,3,Za Haštalem,785/3,relation_428812,Staré Město,Q748211
node_296611730,POINT(14.4217938 50.0847901),11000,962,27,Rytířská,962/27,relation_428812,Staré Město,Q748211
node_296616461,POINT(14.4210546 50.0845522),11000,519,9,V kotcích,519/9,relation_428812,Staré Město,Q748211
node_296643815,POINT(14.4205781 50.0909358),11000,868,18,Dušní,868/18,relation_428812,Staré Město,Q748211
node_296615544,POINT(14.4244320 50.0908783),11000,751,12,Haštalská,751/12,relation_428812,Staré Město,Q748211
node_296578946,POINT(14.4201090 50.0831706),11000,416,10,Martinská,416/10,relation_428812,Staré Město,Q748211
node_296612850,POINT(14.4235509 50.0885125),11000,631,8,Týnská,631/8,relation_428812,Staré Město,Q748211
node_296575547,POINT(14.4261909 50.0887007),11000,677,8,Rybná,677/8,relation_428812,Staré Město,Q748211
node_296608996,POINT(14.4183191 50.0844824),11000,352,4,Husova,352/4,relation_428812,Staré Město,Q748211
node_296574605,POINT(14.4198918 50.0882134),11000,1074,3,Pařížská,1074/3,relation_428812,Staré Město,Q748211
node_296576280,POINT(14.4236651 50.0877148),11000,641,3,Štupartská,641/3,relation_428812,Staré Město,Q748211
node_296649422,POINT(14.4163868 50.0880415),11000,58,7,Valentinská,58/7,relation_428812,Staré Město,Q748211
node_296647691,POINT(14.4203849 50.0892668),11000,122,5,Kostečná,122/5,relation_428812,Staré Město,Q748211
node_296611346,POINT(14.4149827 50.0886704),11000,80,3,náměstí Jana Palacha,80/3,relation_428812,Staré Město,Q748211
node_296652602,POINT(14.4239824 50.0876159),11000,597,8,Štupartská,597/8,relation_428812,Staré Město,Q748211
node_296617231,POINT(14.4217313 50.0871194),11000,550,18,Staroměstské náměstí,550/18,relation_428812,Staré Město,Q748211
node_296644484,POINT(14.4173523 50.0839248),11000,257,9,Betlémské náměstí,257/9,relation_428812,Staré Město,Q748211
node_296574664,POINT(14.4215179 50.0848927),11000,515,17,V kotcích,515/17,relation_428812,Staré Město,Q748211
node_296619172,POINT(14.4228552 50.0845755),11000,385,5,Na můstku,385/5,relation_428812,Staré Město,Q748211
node_296605077,POINT(14.4165693 50.0871228),11000,190,10,Platnéřská,190/10,relation_428812,Staré Město,Q748211
node_296612385,POINT(14.4220289 50.0892309),11000,923,5,Dlouhá,923/5,relation_428812,Staré Město,Q748211
node_296644687,POINT(14.4231349 50.0908535),11000,793,2,U obecního dvora,793/2,relation_428812,Staré Město,Q748211
node_296617794,POINT(14.4237142 50.0869920),11000,560,5,Ovocný trh,560/5,relation_428812,Staré Město,Q748211
node_296610756,POINT(14.4215402 50.0865620),11000,481,11,Kožná,481/11,relation_428812,Staré Město,Q748211
node_296614804,POINT(14.4206481 50.0836177),11000,414,9,Uhelný trh,414/9,relation_428812,Staré Město,Q748211
node_296572734,POINT(14.4212642 50.0862770),11000,477,5,Kožná,477/5,relation_428812,Staré Město,Q748211
node_296620956,POINT(14.4224522 50.0860646),11000,494,22,Železná,494/22,relation_428812,Staré Město,Q748211
node_296650464,POINT(14.4228904 50.0896883),11000,743,9,Dlouhá,743/9,relation_428812,Staré Město,Q748211
node_296648331,POINT(14.4208200 50.0888153),11000,931,8,Salvátorská,931/8,relation_428812,Staré Město,Q748211
node_296576495,POINT(14.4175255 50.0838403),11000,1005,30,Konviktská,1005/30,relation_428812,Staré Město,Q748211
node_296576636,POINT(14.4140410 50.0822610),11000,1050,12,Divadelní,1050/12,relation_428812,Staré Město,Q748211
node_296602579,POINT(14.4146387 50.0862848),11000,1040,4,Křižovnické náměstí,1040/4,relation_428812,Staré Město,Q748211
node_296571887,POINT(14.4255052 50.0909181),11000,731,28,Rybná,731/28,relation_428812,Staré Město,Q748211
node_296602661,POINT(14.4151387 50.0831297),11000,287,3,Konviktská,287/3,relation_428812,Staré Město,Q748211
node_296619485,POINT(14.4216267 50.0846642),11000,964,23,Rytířská,964/23,relation_428812,Staré Město,Q748211
node_296571438,POINT(14.4239087 50.0850267),11000,392,8,Provaznická,392/8,relation_428812,Staré Město,Q748211
node_296652290,POINT(14.4155481 50.0859548),11000,184,12,Karlova,184/12,relation_428812,Staré Město,Q748211
node_296615108,POINT(14.4209191 50.0849634),11000,506,13,Havelská,506/13,relation_428812,Staré Město,Q748211
node_296604990,POINT(14.4138404 50.0855242),11000,198,1,Smetanovo nábřeží,198/1,relation_428812,Staré Město,Q748211
node_296613031,POINT(14.4215867 50.0901892),11000,911,4,Vězeňská,911/4,relation_428812,Staré Město,Q748211
node_296573304,POINT(14.4141734 50.0827628),11000,319,2,Konviktská,319/2,relation_428812,Staré Město,Q748211
node_296647418,POINT(14.4211650 50.0844985),11000,534,14,V kotcích,534/14,relation_428812,Staré Město,Q748211
node_296642673,POINT(14.4220288 50.0926615),11000,847,25,Kozí,847/25,relation_428812,Staré Město,Q748211
node_296573442,POINT(14.4171413 50.0864539),11000,159,8,Seminářská,159/8,relation_428812,Staré Město,Q748211
node_296605219,POINT(14.4256805 50.0911902),11000,731,20,Haštalská,731/20,relation_428812,Staré Město,Q748211
node_296573387,POINT(14.4234387 50.0858216),11000,540,11,Železná,540/11,relation_428812,Staré Město,Q748211
node_296647098,POINT(14.4244124 50.0882438),11000,636,5,Malá Štupartská,636/5,relation_428812,Staré Město,Q748211
node_296612121,POINT(14.4244403 50.0885095),11000,634,7,Malá Štupartská,634/7,relation_428812,Staré Město,Q748211
node_296610899,POINT(14.4269337 50.0914950),11000,761,3,Hradební,761/3,relation_428812,Staré Město,Q748211
node_296602343,POINT(14.4189323 50.0882760),11000,26,6,Maiselova,26/6,relation_428812,Staré Město,Q748211
node_296575732,POINT(14.4210615 50.0843183),11000,532,9,Rytířská,532/9,relation_428812,Staré Město,Q748211
node_296606897,POINT(14.4162836 50.0881953),11000,57,9,Valentinská,57/9,relation_428812,Staré Město,Q748211
node_296651738,POINT(14.4151228 50.0883194),11000,81,7,Křižovnická,81/7,relation_428812,Staré Město,Q748211
node_296571895,POINT(14.4224217 50.0848718),11000,383,14,Rytířská,383/14,relation_428812,Staré Město,Q748211
node_296613985,POINT(14.4230669 50.0895422),11000,705,16,Dlouhá,705/16,relation_428812,Staré Město,Q748211
node_296620921,POINT(14.4164261 50.0835247),11000,262,9,Konviktská,262/9,relation_428812,Staré Město,Q748211
node_296606620,POINT(14.4214876 50.0845775),11000,966,19,Rytířská,966/19,relation_428812,Staré Město,Q748211
